MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:96828	Lrp1	low density lipoprotein receptor-related protein 1	10		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1307535 	J:155856 	
MGI:1346866	Map2k1	mitogen-activated protein kinase kinase 1	9		positive regulation of ERK1 and ERK2 cascade			ISO	Q02750 	J:164563 	
MGI:1346871	Map2k7	mitogen-activated protein kinase kinase 7	8		positive regulation of ERK1 and ERK2 cascade			ISO	O14733 	J:164563 	
MGI:1346881	Map3k12	mitogen-activated protein kinase kinase kinase 12	15		positive regulation of ERK1 and ERK2 cascade			ISO	Q12852 	J:164563 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		positive regulation of ERK1 and ERK2 cascade			ISO	P27361 	J:164563 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q9Y4C4 	J:164563 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		positive regulation of ERK1 and ERK2 cascade			IDA		J:114878 J:157889 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		positive regulation of ERK1 and ERK2 cascade			ISO	P14174 	J:164563 	
MGI:97173	Mt3	metallothionein 3	8		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000591637 	J:265628 	
MGI:97173	Mt3	metallothionein 3	8		positive regulation of ERK1 and ERK2 cascade	happens at the same time as cellular response to zinc ion		IMP		J:178564 	
MGI:97173	Mt3	metallothionein 3	8		positive regulation of ERK1 and ERK2 cascade			ISO	P25713 	J:164563 	
MGI:1915485	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)	6		positive regulation of ERK1 and ERK2 cascade			ISO	Q8N3F0 	J:164563 	
MGI:2384590	Ndrg4	N-myc downstream regulated gene 4	8		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002592750 	J:265628 	
MGI:2384590	Ndrg4	N-myc downstream regulated gene 4	8		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:621593 	J:155856 	
MGI:2384590	Ndrg4	N-myc downstream regulated gene 4	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q9ULP0 	J:164563 	
MGI:2152211	Necab2	N-terminal EF-hand calcium binding protein 2	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q7Z6G3 	J:164563 	
MGI:102744	Nelfe	negative elongation factor complex member E, Rdbp	17		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1303325 	J:155856 	
MGI:97321	Ngf	nerve growth factor	3		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1598328 	J:155856 	
MGI:1341839	Nod1	nucleotide-binding oligomerization domain containing 1	6		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in macrophage		IDA		J:132126 	
MGI:2429397	Nod2	nucleotide-binding oligomerization domain containing 2	8		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in macrophage		IDA		J:132126 	
MGI:2429397	Nod2	nucleotide-binding oligomerization domain containing 2	8		positive regulation of ERK1 and ERK2 cascade			IDA		J:170396 	
MGI:2429397	Nod2	nucleotide-binding oligomerization domain containing 2	8		positive regulation of ERK1 and ERK2 cascade			IMP	MGI:3529594 	J:178691 	
MGI:97359	Nodal	nodal	10		positive regulation of ERK1 and ERK2 cascade			ISO	Q96S42 	J:164563 	
MGI:97363	Notch1	notch 1	2		positive regulation of ERK1 and ERK2 cascade			ISO	P46531 	J:164563 	
MGI:97364	Notch2	notch 2	3		positive regulation of ERK1 and ERK2 cascade			ISO	Q04721 	J:164563 	
MGI:1354184	Nox4	NADPH oxidase 4	7		positive regulation of ERK1 and ERK2 cascade			IMP		J:172977 	
MGI:2148811	Npnt	nephronectin	3		positive regulation of ERK1 and ERK2 cascade	happens at the same time as osteoblast differentiation		IDA		J:155528 	
MGI:2441738	Npsr1	neuropeptide S receptor 1	9		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1564154 	J:155856 	
MGI:108077	Nptn	neuroplastin	9		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:620296 	J:155856 	
MGI:97374	Npy	neuropeptide Y	6		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3197 	J:155856 	
MGI:108082	Npy5r	neuropeptide Y receptor Y5	8		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3199 	J:155856 	
MGI:104513	Nqo2	N-ribosyldihydronicotinamide quinone reductase 2	13		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1303320 	J:155856 	
MGI:96083	Nrg1	neuregulin 1	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q02297 	J:164563 	
MGI:106206	Nrp1	neuropilin 1	8		positive regulation of ERK1 and ERK2 cascade	happens in endothelial cell of artery,is a part of vascular endothelial growth factor signaling pathway|happens in heart,is a part of vascular endothelial growth factor signaling pathway		IMP		J:197143 	
MGI:1096391	Nrxn1	neurexin I	17		positive regulation of ERK1 and ERK2 cascade			ISO	P58400 	J:164563 	
MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	3	NOT	positive regulation of ERK1 and ERK2 cascade			IBA	PTN002400475 	J:265628 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13	NOT	positive regulation of ERK1 and ERK2 cascade			IBA	PTN002400475 	J:265628 	
MGI:97385	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	7	NOT	positive regulation of ERK1 and ERK2 cascade			IBA	PTN002400475 	J:265628 	
MGI:108018	Ntsr2	neurotensin receptor 2	12		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:70962 	J:155856 	
MGI:3030354	Olfr520	olfactory receptor 520	7		positive regulation of ERK1 and ERK2 cascade			ISO	A6NND4 	J:164563 	
MGI:3030355	Olfr521	olfactory receptor 521	7		positive regulation of ERK1 and ERK2 cascade			ISO	A6NND4 	J:164563 	
MGI:97441	Oprm1	opioid receptor, mu 1	10		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3234 	J:155856 	
MGI:105049	P2ry1	purinergic receptor P2Y, G-protein coupled 1	3		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3242 	J:155856 	
MGI:2673874	P2ry6	pyrimidinergic receptor P2Y, G-protein coupled, 6	7		positive regulation of ERK1 and ERK2 cascade			ISO	Q15077 	J:164563 	
MGI:1277116	Pde8a	phosphodiesterase 8A	7		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002602939 	J:265628 	
MGI:1277116	Pde8a	phosphodiesterase 8A	7		positive regulation of ERK1 and ERK2 cascade			IMP		J:195529 	
MGI:1277116	Pde8a	phosphodiesterase 8A	7		positive regulation of ERK1 and ERK2 cascade			ISO	O60658 	J:164563 	
MGI:97527	Pdgfa	platelet derived growth factor, alpha	5		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000180420 	J:265628 	
MGI:97527	Pdgfa	platelet derived growth factor, alpha	5		positive regulation of ERK1 and ERK2 cascade			ISO	P04085 	J:164563 	
MGI:97528	Pdgfb	platelet derived growth factor, B polypeptide	15		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000180420 	J:265628 	
MGI:97528	Pdgfb	platelet derived growth factor, B polypeptide	15		positive regulation of ERK1 and ERK2 cascade			ISO	P01127 	J:164563 	
MGI:1859631	Pdgfc	platelet-derived growth factor, C polypeptide	3		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000180420 	J:265628 	
MGI:1919035	Pdgfd	platelet-derived growth factor, D polypeptide	9		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000180420 	J:265628 	
MGI:97530	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	5		positive regulation of ERK1 and ERK2 cascade			ISO	P16234 	J:164563 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		positive regulation of ERK1 and ERK2 cascade			IDA		J:172977 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		positive regulation of ERK1 and ERK2 cascade			IMP		J:86542 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		positive regulation of ERK1 and ERK2 cascade			ISO	P09619 	J:164563 	
MGI:97572	Phb	prohibitin	11		positive regulation of ERK1 and ERK2 cascade			ISO	P35232 	J:164563 	
MGI:102520	Phb2	prohibitin 2	6		positive regulation of ERK1 and ERK2 cascade			ISO	Q99623 	J:164563 	
MGI:101899	Pla2g5	phospholipase A2, group V	4		positive regulation of ERK1 and ERK2 cascade			ISO	P39877 	J:164563 	
MGI:97595	Prkca	protein kinase C, alpha	11		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3395 	J:155856 	
MGI:97602	Prkcz	protein kinase C, zeta	4		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3399 	J:155856 	
MGI:97602	Prkcz	protein kinase C, zeta	4		positive regulation of ERK1 and ERK2 cascade			ISO	Q05513 	J:164563 	
MGI:2141917	Prkd2	protein kinase D2	7		positive regulation of ERK1 and ERK2 cascade			IDA		J:180465 	
MGI:1913379	Prxl2c	peroxiredoxin like 2C	13		positive regulation of ERK1 and ERK2 cascade			ISO	Q7RTV5 	J:164563 	
MGI:109583	Pten	phosphatase and tensin homolog	19		positive regulation of ERK1 and ERK2 cascade			IMP		J:216935 	
MGI:104908	Ptk2b	PTK2 protein tyrosine kinase 2 beta	14		positive regulation of ERK1 and ERK2 cascade			ISO	Q14289 	J:164563 	
MGI:99511	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	5		positive regulation of ERK1 and ERK2 cascade			IGI	MGI:87860 	J:140959 	
MGI:99511	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	5		positive regulation of ERK1 and ERK2 cascade			IGI	MGI:99604 	J:205567 	
MGI:99511	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	5		positive regulation of ERK1 and ERK2 cascade			ISO	Q06124 	J:164563 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000440270 	J:265628 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of ERK1 and ERK2 cascade	happens in myeloid dendritic cell,is a part of cellular response to muramyl dipeptide		IMP		J:221551 	
MGI:107170	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	3		positive regulation of ERK1 and ERK2 cascade			ISO	Q9Y2R2 	J:164563 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of ERK1 and ERK2 cascade	happens in T cell,regulates a function/process that happens in T cell,is a part of membrane raft distribution		IGI	P05480 	J:96410 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		positive regulation of ERK1 and ERK2 cascade			IMP		J:190277 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		positive regulation of ERK1 and ERK2 cascade			ISO	Q9ULZ3 	J:164563 	
MGI:1860292	Ramp3	receptor (calcitonin) activity modifying protein 3	11		positive regulation of ERK1 and ERK2 cascade			ISO	O60896 	J:164563 	
MGI:97852	Rap1a	RAS-related protein 1a	3		positive regulation of ERK1 and ERK2 cascade			IGI	MGI:894315 	J:196950 	
MGI:97852	Rap1a	RAS-related protein 1a	3		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1359694 	J:155856 	
MGI:894315	Rap1b	RAS related protein 1b	10		positive regulation of ERK1 and ERK2 cascade			IGI	MGI:97852 	J:196950 	
MGI:104580	Rapgef1	Rap guanine nucleotide exchange factor (GEF) 1	2		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:619793 	J:155856 	
MGI:2659071	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	3		positive regulation of ERK1 and ERK2 cascade			IDA		J:201420 	
MGI:2659071	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	3		positive regulation of ERK1 and ERK2 cascade			IMP		J:198912 	
MGI:2659071	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	3		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:1306434 	J:155856 	
MGI:2659071	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	3		positive regulation of ERK1 and ERK2 cascade			ISO	Q9Y4G8 	J:164563 	
MGI:97856	Rara	retinoic acid receptor, alpha	11		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3534 	J:155856 	
MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	2		positive regulation of ERK1 and ERK2 cascade			ISO	O95267 	J:164563 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in macrophage		IDA		J:132126 	
MGI:1891456	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	4		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in macrophage		IMP	MGI:2660793 	J:75400 	
MGI:1347520	Ror1	receptor tyrosine kinase-like orphan receptor 1	4	NOT	positive regulation of ERK1 and ERK2 cascade			IBA	PTN002400475 	J:265628 	
MGI:1347521	Ror2	receptor tyrosine kinase-like orphan receptor 2	13	NOT	positive regulation of ERK1 and ERK2 cascade			IBA	PTN002400475 	J:265628 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		positive regulation of ERK1 and ERK2 cascade			IMP		J:178776 	
MGI:3610314	Scimp	SLP adaptor and CSK interacting membrane protein	11		positive regulation of ERK1 and ERK2 cascade			ISO	Q6UWF3 	J:164563 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002592905 	J:265628 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		positive regulation of ERK1 and ERK2 cascade			IDA		J:121431 	
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	9		positive regulation of ERK1 and ERK2 cascade			ISO	O75326 	J:164563 	
MGI:107173	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	11		positive regulation of ERK1 and ERK2 cascade			ISO	P08697 	J:164563 	
MGI:98296	Shc1	src homology 2 domain-containing transforming protein C1	3		positive regulation of ERK1 and ERK2 cascade			ISO	P29353 	J:164563 	
MGI:1351314	Slamf1	signaling lymphocytic activation molecule family member 1	1		positive regulation of ERK1 and ERK2 cascade			ISO	Q13291 	J:164563 	
MGI:2685058	Slc30a10	solute carrier family 30, member 10	1		positive regulation of ERK1 and ERK2 cascade			ISO	Q6XR72 	J:164563 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		positive regulation of ERK1 and ERK2 cascade			ISO	O43597 	J:164563 	
MGI:98397	Src	Rous sarcoma oncogene	2		positive regulation of ERK1 and ERK2 cascade			IMP		J:114878 	
MGI:98397	Src	Rous sarcoma oncogene	2		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:620795 	J:155856 	
MGI:105372	Sstr4	somatostatin receptor 4	2		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3764 	J:155856 	
MGI:98664	Tek	TEK receptor tyrosine kinase	4		positive regulation of ERK1 and ERK2 cascade			ISO	Q02763 	J:164563 	
MGI:1306805	Tff2	trefoil factor 2 (spasmolytic protein 1)	17		positive regulation of ERK1 and ERK2 cascade			IGI	P61072 	J:147597 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of ERK1 and ERK2 cascade			ISO	P01137 	J:164563 	
MGI:101875	Thpo	thrombopoietin	16		positive regulation of ERK1 and ERK2 cascade			IBA	PTN001316512 	J:265628 	
MGI:101875	Thpo	thrombopoietin	16		positive regulation of ERK1 and ERK2 cascade			IDA		J:181770 	
MGI:2152213	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein	9		positive regulation of ERK1 and ERK2 cascade			ISO	P58753 	J:164563 	
MGI:1346060	Tlr2	toll-like receptor 2	3		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in macrophage,happens in macrophage		IMP	MGI:2674036 	J:178691 	
MGI:96824	Tlr4	toll-like receptor 4	4		positive regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in macrophage		IDA		J:132126 	
MGI:2685363	Tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3	9		positive regulation of ERK1 and ERK2 cascade			IDA		J:217197 	
MGI:1314891	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	1		positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling			ISO	Q9Y6Q6 	J:164563 	
MGI:1100089	Tnfsf11	tumor necrosis factor (ligand) superfamily, member 11	14		positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling			ISO	O14788 	J:164563 	
MGI:1341264	Tpbg	trophoblast glycoprotein	9		positive regulation of ERK1 and ERK2 cascade	happens in fibroblast		IGI	MGI:103556 	J:200277 	
MGI:1341264	Tpbg	trophoblast glycoprotein	9		positive regulation of ERK1 and ERK2 cascade	happens in fibroblast		IGI	MGI:109563 	J:160174 	
MGI:1913150	Trem2	triggering receptor expressed on myeloid cells 2	17		positive regulation of ERK1 and ERK2 cascade			IBA	PTN001724592 	J:265628 	
MGI:1913150	Trem2	triggering receptor expressed on myeloid cells 2	17		positive regulation of ERK1 and ERK2 cascade			IMP		J:273509 	
MGI:1913150	Trem2	triggering receptor expressed on myeloid cells 2	17		positive regulation of ERK1 and ERK2 cascade			ISO	Q9NZC2 	J:164563 	
MGI:1926945	Trpv4	transient receptor potential cation channel, subfamily V, member 4	5		positive regulation of ERK1 and ERK2 cascade	happens in fat cell,happens at the same time as cellular response to calcium ion		IMP		J:188264 	
MGI:103178	Vegfa	vascular endothelial growth factor A	17		positive regulation of ERK1 and ERK2 cascade	happens in neuroendocrine cell,happens at the same time as vascular endothelial growth factor signaling pathway	UniProtKB:Q00731-2	IDA		J:175836 	
MGI:103178	Vegfa	vascular endothelial growth factor A	17		positive regulation of ERK1 and ERK2 cascade			ISO	P15692 	J:164563 	
MGI:106199	Vegfb	vascular endothelial growth factor B	19		positive regulation of ERK1 and ERK2 cascade			ISO	P49765 	J:164563 	
MGI:104593	Xcl1	chemokine (C motif) ligand 1	1		positive regulation of ERK1 and ERK2 cascade			IBA	PTN000245709 	J:265628 	

