gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astrocytes	CA1 Neurons	CA2/CA3 Neuron	Cajal Retzius	Choroid Plexus	Dentate Gyrus	Fibroblast	Inhibitory Interneurons	Microglia	Neurons	OPC	Oligo	Pericytes	Subiculum	VLMC	Vascular Endothelial
CORT	O00230	False	CORT_HUMAN		CPI-SS06CE0CF64	0.074047502	0.0254240236	0.0251878774	0.0	0.0	0.0352529725	0.0618081281	0.1291300097	0.1120166105	0.0408090283	0.041177581	0.0917349993	0.0261233068	0.0142561133	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS008509DBD	0.074047502	0.0254240236	0.0251878774	0.0	0.0	0.0352529725	0.0618081281	0.1291300097	0.1120166105	0.0408090283	0.041177581	0.0917349993	0.0261233068	0.0142561133	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS00E5D7E39	0.074047502	0.0254240236	0.0251878774	0.0	0.0	0.0352529725	0.0618081281	0.1291300097	0.1120166105	0.0408090283	0.041177581	0.0917349993	0.0261233068	0.0142561133	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS08C88D297	0.074047502	0.0254240236	0.0251878774	0.0	0.0	0.0352529725	0.0618081281	0.1291300097	0.1120166105	0.0408090283	0.041177581	0.0917349993	0.0261233068	0.0142561133	0.0	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SS0522A6CFA	0.021263415	0.0018012616	0.0	0.0	0.0	0.0039688899	0.1175070739	0.013770531	0.0374853224	0.0017008823	0.1337153605	0.0121387874	0.1028383409	0.0042428798	0.0	0.0061590162
AGRP	O00253	False	AGRP_HUMAN		CPI-SS09CF5B145	0.5338034054	0.5942045263	0.5587315782	0.6237033303	0.6456040795	0.4722112178	0.6087738271	0.5591254289	0.2289972081	0.5951619347	0.5457115764	0.2197376448	0.6066647068	0.6266884883	0.1118277987	0.2771775681
POMC	P01189	False	COLI_HUMAN		CPI-SS098F8DB82	0.0297608432	0.0127651369	0.0134907801	0.0918808176	0.011552787	0.020019261	0.0887211525	0.0183805873	0.0737524302	0.0252307974	0.0488106164	0.0374516066	0.0	0.1148396523	0.0	0.0
AGRP	O00253	False	AGRP_HUMAN		CPI-SS0CC136A8D	0.5338034054	0.5942045263	0.5587315782	0.6237033303	0.6456040795	0.4722112178	0.6087738271	0.5591254289	0.2289972081	0.5951619347	0.5457115764	0.2197376448	0.6066647068	0.6266884883	0.1118277987	0.2771775681
POMC	P01189	False	COLI_HUMAN		CPI-SS0BE6DBE1A	0.0297608432	0.0127651369	0.0134907801	0.0918808176	0.011552787	0.020019261	0.0887211525	0.0183805873	0.0737524302	0.0252307974	0.0488106164	0.0374516066	0.0	0.1148396523	0.0	0.0
AGRP	O00253	False	AGRP_HUMAN		CPI-SS034C2FBA9	0.5338034054	0.5942045263	0.5587315782	0.6237033303	0.6456040795	0.4722112178	0.6087738271	0.5591254289	0.2289972081	0.5951619347	0.5457115764	0.2197376448	0.6066647068	0.6266884883	0.1118277987	0.2771775681
POMC	P01189	False	COLI_HUMAN		CPI-SS0B1F94CD2	0.0297608432	0.0127651369	0.0134907801	0.0918808176	0.011552787	0.020019261	0.0887211525	0.0183805873	0.0737524302	0.0252307974	0.0488106164	0.0374516066	0.0	0.1148396523	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS0C0E2C69C	0.0297608432	0.0127651369	0.0134907801	0.0918808176	0.011552787	0.020019261	0.0887211525	0.0183805873	0.0737524302	0.0252307974	0.0488106164	0.0374516066	0.0	0.1148396523	0.0	0.0
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0DF5E47DB	0.0	0.0	0.0	0.0	0.0	0.0011250345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.0436449977	0.0166835429	0.0136484705	0.0	0.0652465369	0.0330932386	0.0	0.0369654357	0.133870752	0.0118955809	0.0468896639	0.050584429	0.0	0.0186816755	0.2528859585	0.1165635456
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS04318D03E	0.0	0.0039817771	0.0026370863	0.0	0.0	0.001589838	0.0	0.0	0.0	0.0	0.0	0.0015422973	0.0	0.0010925406	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AFE077D8	0.0	0.0039817771	0.0026370863	0.0	0.0	0.001589838	0.0	0.0	0.0	0.0	0.0	0.0015422973	0.0	0.0010925406	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.0	0.0039817771	0.0026370863	0.0	0.0	0.001589838	0.0	0.0	0.0	0.0	0.0	0.0015422973	0.0	0.0010925406	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.0	0.0039817771	0.0026370863	0.0	0.0	0.001589838	0.0	0.0	0.0	0.0	0.0	0.0015422973	0.0	0.0010925406	0.0	0.0
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.0	0.0013818702	0.0006412065	0.0	0.0	0.0020165144	0.0	0.0037317202	0.0	0.0	0.0	0.0	0.0	0.000382585	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0BE8BE8E9	0.0	0.0039817771	0.0026370863	0.0	0.0	0.001589838	0.0	0.0	0.0	0.0	0.0	0.0015422973	0.0	0.0010925406	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS09AFCF898	0.0	0.0002108594	0.0010064666	0.0	0.0	0.001005422	0.0340435961	0.0005075524	0.0912038381	0.0	0.0	0.0	0.0	0.0006362915	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1306604158	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.0	0.0171437613	0.0052218502	0.0	0.0129702709	0.017303937	0.0262725764	0.0134250403	3.1468535616	0.0226741654	0.0204825959	0.0188811554	0.0	0.0132246836	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.0	0.0039817771	0.0026370863	0.0	0.0	0.001589838	0.0	0.0	0.0	0.0	0.0	0.0015422973	0.0	0.0010925406	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.0	0.0017869858	0.0018938088	0.0	0.0	0.0019207221	0.0	0.0024724457	0.0	0.0098715007	0.0082960014	0.0	0.0	0.0031855951	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D34B5517	0.0	0.0039817771	0.0026370863	0.0	0.0	0.001589838	0.0	0.0	0.0	0.0	0.0	0.0015422973	0.0	0.0010925406	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.0	0.0017869858	0.0018938088	0.0	0.0	0.0019207221	0.0	0.0024724457	0.0	0.0098715007	0.0082960014	0.0	0.0	0.0031855951	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.0464222803	0.0313411182	0.0145513929	0.2738726408	0.0	0.1551833573	1.4394469704	0.0167060708	0.0767448673	0.0927034601	0.0566513891	0.0572361886	0.2455177386	0.027723404	0.0943894878	7.8714634412
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	0.0	0.0029952194	0.0	0.0	0.0	0.0034305638	0.0	0.0012216697	0.0	0.0025026244	0.0	0.004592814	0.0	0.0011548509	0.0	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS04B547174	0.0066083156	0.000545364	0.0	0.0	0.0	0.001449512	0.0	0.0005031355	0.0	0.0	0.0	0.001635446	0.0	0.0	0.0	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS0FCF733EA	0.0	0.0029952194	0.0	0.0	0.0	0.0034305638	0.0	0.0012216697	0.0	0.0025026244	0.0	0.004592814	0.0	0.0011548509	0.0	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS02D4E44C7	0.0	0.0029952194	0.0	0.0	0.0	0.0034305638	0.0	0.0012216697	0.0	0.0025026244	0.0	0.004592814	0.0	0.0011548509	0.0	0.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS074050495	0.0414353962	0.0025234444	0.00199229	0.0	0.0	0.0021574842	0.0	0.001066817	0.0	0.0	0.0	0.0011926358	0.0	0.0008192705	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS032AD1183	0.006520278	0.0070114959	0.0141925537	0.1056214155	0.0	0.0131412919	0.0	0.009443328	0.0	0.0155183937	0.0191811837	0.0118923573	0.0	0.0155520406	0.0	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.6851820345	0.691759883	0.3445324552	0.4502746479	0.2119132217	3.6798282506	0.2265106749	1.9609558487	0.3776977659	0.8982184162	1.7637924789	0.1545573982	0.4369232727	1.5199622641	0.0	0.5628813676
NRG2	O14511	False	NRG2_HUMAN		CPI-SS0E063192D	0.6851820345	0.691759883	0.3445324552	0.4502746479	0.2119132217	3.6798282506	0.2265106749	1.9609558487	0.3776977659	0.8982184162	1.7637924789	0.1545573982	0.4369232727	1.5199622641	0.0	0.5628813676
EREG	O14944	False	EREG_HUMAN		CPI-SS0FC42EC80	0.0	0.0003777153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005765238	0.0	0.0
BTC	P35070	False	BTC_HUMAN		CPI-SS0F0D7F25C	0.0283106374	0.0107639177	0.0010293673	0.0	0.0473158473	0.0003341909	0.0	0.0129542032	0.0	0.0	0.0456803061	0.0471595249	0.0	0.0029276251	0.0	0.0
NRG3	P56975	False	NRG3_HUMAN		CPI-SS0D5E30C6C	1.1337374119	47.3426344104	55.3769803388	31.3575732465	2.1872322759	46.4118323051	3.4463151626	44.6668597484	1.8461960948	53.175876921	16.3396714803	1.4293802896	5.4556860568	52.6648367941	1.9226780732	3.9556368676
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	0.4749199679	8.6623970703	2.7187818326	21.772767993	0.6224186749	7.4460104472	1.0158803645	3.1262615816	0.4496006937	33.3765998712	5.8523646381	0.3197708705	1.6811535114	21.3327038821	0.0194670317	1.2878363235
EREG	O14944	False	EREG_HUMAN		CPI-SS004C23DCE	0.0	0.0003777153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005765238	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.4749199679	8.6623970703	2.7187818326	21.772767993	0.6224186749	7.4460104472	1.0158803645	3.1262615816	0.4496006937	33.3765998712	5.8523646381	0.3197708705	1.6811535114	21.3327038821	0.0194670317	1.2878363235
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.4749199679	8.6623970703	2.7187818326	21.772767993	0.6224186749	7.4460104472	1.0158803645	3.1262615816	0.4496006937	33.3765998712	5.8523646381	0.3197708705	1.6811535114	21.3327038821	0.0194670317	1.2878363235
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.4749199679	8.6623970703	2.7187818326	21.772767993	0.6224186749	7.4460104472	1.0158803645	3.1262615816	0.4496006937	33.3765998712	5.8523646381	0.3197708705	1.6811535114	21.3327038821	0.0194670317	1.2878363235
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.4749199679	8.6623970703	2.7187818326	21.772767993	0.6224186749	7.4460104472	1.0158803645	3.1262615816	0.4496006937	33.3765998712	5.8523646381	0.3197708705	1.6811535114	21.3327038821	0.0194670317	1.2878363235
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS034D3988F	0.0	0.0	0.0019818257	0.0	0.0	0.0	0.0	0.0	0.007980248	0.0	0.0083112041	0.0	0.0	0.0006776762	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	0.0156391073	0.0088617014	0.0078994528	0.0	0.0508370443	0.0016169555	0.052573202	0.0102376057	0.0108700737	0.0337882241	0.0	0.0016322139	0.0	0.0133436615	0.0	0.0
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS01E3453DB	0.0683391864	0.8927960366	0.4616903621	0.0080162254	0.0157736404	0.0270625024	1.2831192365	0.2653879831	0.0728947578	1.5626115156	0.0376173959	0.0976305542	0.2195871591	1.1442561122	0.0	0.2558064853
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS0609FCF76	0.0	0.0	0.0019818257	0.0	0.0	0.0	0.0	0.0	0.007980248	0.0	0.0083112041	0.0	0.0	0.0006776762	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0E5397537	0.0156391073	0.0088617014	0.0078994528	0.0	0.0508370443	0.0016169555	0.052573202	0.0102376057	0.0108700737	0.0337882241	0.0	0.0016322139	0.0	0.0133436615	0.0	0.0
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS019104E2E	0.0683391864	0.8927960366	0.4616903621	0.0080162254	0.0157736404	0.0270625024	1.2831192365	0.2653879831	0.0728947578	1.5626115156	0.0376173959	0.0976305542	0.2195871591	1.1442561122	0.0	0.2558064853
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	0.1686694179	0.7528204414	0.2341666991	1.2661972995	0.0542817999	0.349088799	0.1339265628	0.1513574612	0.1000401092	0.2389031653	0.0368381971	0.0760756777	0.0	0.4021342179	7.2275471566	0.0938473666
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.009011339	0.0002543566	0.0	0.0	0.0	0.0013101273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.5857093752	0.0327051668	0.0293763641	0.0126704813	0.1463525637	0.0350334922	0.0425188215	0.0579447737	0.192596542	0.0322492731	0.0838022549	0.0840745896	0.054896794	0.0460461682	0.0194670316	0.1290579084
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.2105160376	2.3789922823	2.0110055271	0.1659606127	0.2242457241	0.1142346114	0.3003020049	0.5246055859	0.1300987112	0.9767747659	1.470137181	0.3042740839	0.1417359205	0.8269300853	0.5346569268	0.0961168824
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.703671628	0.1232909633	0.2000785676	0.0	0.0718874532	0.0203479872	0.1110201921	0.0944667723	0.1321938775	0.0880424195	0.0693326803	0.0364786077	0.0	0.2471675099	0.1664863171	0.0
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.0892071049	0.3966581497	0.3677088125	0.1201471197	0.346213468	0.365753876	0.400314266	0.3937413774	0.2882472888	0.2646488987	0.4031011333	0.0594906354	0.1785096591	0.3490200498	0.1394525122	0.8433640588
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.0684523923	0.1131714349	0.1173029546	0.2451321479	0.0572076946	0.063680116	0.0920092808	0.100534864	0.0773040481	0.1455473809	0.1012261973	0.0707918515	0.0	0.1140493304	0.0	0.0622339559
EPO	P01588	False	EPO_HUMAN		CPI-SS04124F4E1	1.4090228363	1.2869866584	1.4766763658	1.8168085915	1.714125266	1.242618345	0.8481003054	1.8858327103	1.5104410744	1.2503922225	1.3141757415	1.246978995	0.9972703409	1.4328966055	0.9295597317	1.0270596912
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.0721084385	0.4839553472	1.1004356456	0.1862300775	0.0462716256	0.6428382806	0.0690308424	0.3581197771	0.0553813982	0.7896973927	0.2844183537	0.1865666949	0.0779131705	0.932379332	0.2291403171	0.0961168824
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.0684523923	0.1131714349	0.1173029546	0.2451321479	0.0572076946	0.063680116	0.0920092808	0.100534864	0.0773040481	0.1455473809	0.1012261973	0.0707918515	0.0	0.1140493304	0.0	0.0622339559
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0721084385	0.4839553472	1.1004356456	0.1862300775	0.0462716256	0.6428382806	0.0690308424	0.3581197771	0.0553813982	0.7896973927	0.2844183537	0.1865666949	0.0779131705	0.932379332	0.2291403171	0.0961168824
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.216762758	0.1034268394	0.0440209858	0.0	0.086677875	0.0063597708	0.0	0.0340842063	0.0480324073	0.0252731965	0.1426853816	0.0161157874	0.0	0.0550578891	0.0728937355	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.1049901143	0.0022602307	0.0014177093	0.0	0.023983	0.001986258	0.4283720936	0.001212971	0.0	0.0199193994	0.004241098	0.0017260192	0.0	0.0025697021	0.252	0.1987702382
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	1.6322278027	0.2142848045	1.7227217802	0.2301984296	0.1102681823	0.6322992342	0.1640183892	0.1653117031	0.0231884092	1.3280611453	0.5190080082	4.2022827983	0.2319516477	1.2554617455	0.1510699512	0.1182465309
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.6487806554	3.1111734513	4.623541196	0.5489017113	1.7244928522	4.2308822367	1.0383248719	0.7013681565	0.6893832546	2.8374511759	0.7151621156	1.1073098173	0.8106135455	2.0278320636	2.1417164634	1.4543610147
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS08718E4FB	0.0684523923	0.1131714349	0.1173029546	0.2451321479	0.0572076946	0.063680116	0.0920092808	0.100534864	0.0773040481	0.1455473809	0.1012261973	0.0707918515	0.0	0.1140493304	0.0	0.0622339559
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0DA366C78	0.0721084385	0.4839553472	1.1004356456	0.1862300775	0.0462716256	0.6428382806	0.0690308424	0.3581197771	0.0553813982	0.7896973927	0.2844183537	0.1865666949	0.0779131705	0.932379332	0.2291403171	0.0961168824
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0A5B945E3	0.216762758	0.1034268394	0.0440209858	0.0	0.086677875	0.0063597708	0.0	0.0340842063	0.0480324073	0.0252731965	0.1426853816	0.0161157874	0.0	0.0550578891	0.0728937355	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0865716E5	0.1049901143	0.0022602307	0.0014177093	0.0	0.023983	0.001986258	0.4283720936	0.001212971	0.0	0.0199193994	0.004241098	0.0017260192	0.0	0.0025697021	0.252	0.1987702382
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0D41C7AF5	1.6322278027	0.2142848045	1.7227217802	0.2301984296	0.1102681823	0.6322992342	0.1640183892	0.1653117031	0.0231884092	1.3280611453	0.5190080082	4.2022827983	0.2319516477	1.2554617455	0.1510699512	0.1182465309
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS07CA5A6F1	0.6487806554	3.1111734513	4.623541196	0.5489017113	1.7244928522	4.2308822367	1.0383248719	0.7013681565	0.6893832546	2.8374511759	0.7151621156	1.1073098173	0.8106135455	2.0278320636	2.1417164634	1.4543610147
EPO	P01588	False	EPO_HUMAN		CPI-SS087A17AD6	1.4090228363	1.2869866584	1.4766763658	1.8168085915	1.714125266	1.242618345	0.8481003054	1.8858327103	1.5104410744	1.2503922225	1.3141757415	1.246978995	0.9972703409	1.4328966055	0.9295597317	1.0270596912
EPO	P01588	False	EPO_HUMAN		CPI-SS0A0DE9CD6	1.4090228363	1.2869866584	1.4766763658	1.8168085915	1.714125266	1.242618345	0.8481003054	1.8858327103	1.5104410744	1.2503922225	1.3141757415	1.246978995	0.9972703409	1.4328966055	0.9295597317	1.0270596912
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.0569124993	0.2922444962	0.1549915363	0.2933261813	0.0120266318	0.0858588152	0.7250919754	0.2389469844	0.1238529223	0.1169228128	0.088361879	0.0737995591	0.0	0.2887578076	0.1136015086	0.5558063284
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.0721084385	0.4839553472	1.1004356456	0.1862300775	0.0462716256	0.6428382806	0.0690308424	0.3581197771	0.0553813982	0.7896973927	0.2844183537	0.1865666949	0.0779131705	0.932379332	0.2291403171	0.0961168824
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.0185516092	0.0059628984	0.007264034	0.1014035704	0.0153989015	0.0161082458	0.0	0.0177877145	0.0304421379	0.0091229985	0.0034725483	0.0181686909	0.0	0.0083035129	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS02AFCED82	0.0	0.000921625	0.0	0.0	0.0	0.0020014011	0.0	0.0013072374	0.024624606	0.0	0.0054140239	0.0018111847	0.1103265666	0.0017924808	0.0	0.1326048905
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.1270099209	1.4983097574	3.291998848	8.9593239577	0.1472326601	1.7307635137	1.4564261429	2.2476945424	0.1535944435	1.9055511671	0.2191372381	0.1296853365	0.4315133864	3.0601949279	0.1381883415	0.3820355588
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS012CCE326	0.0	0.0160199657	0.0034705572	0.0	0.0	0.0014880682	0.0378931429	0.0087692156	0.0	0.0514414301	0.0053861605	0.0014514942	0.0	0.0195487821	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.0569124993	0.2922444962	0.1549915363	0.2933261813	0.0120266318	0.0858588152	0.7250919754	0.2389469844	0.1238529223	0.1169228128	0.088361879	0.0737995591	0.0	0.2887578076	0.1136015086	0.5558063284
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.0569124993	0.2922444962	0.1549915363	0.2933261813	0.0120266318	0.0858588152	0.7250919754	0.2389469844	0.1238529223	0.1169228128	0.088361879	0.0737995591	0.0	0.2887578076	0.1136015086	0.5558063284
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.0185516092	0.0059628984	0.007264034	0.1014035704	0.0153989015	0.0161082458	0.0	0.0177877145	0.0304421379	0.0091229985	0.0034725483	0.0181686909	0.0	0.0083035129	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.0	0.000921625	0.0	0.0	0.0	0.0020014011	0.0	0.0013072374	0.024624606	0.0	0.0054140239	0.0018111847	0.1103265666	0.0017924808	0.0	0.1326048905
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0AB0604B5	0.1270099209	1.4983097574	3.291998848	8.9593239577	0.1472326601	1.7307635137	1.4564261429	2.2476945424	0.1535944435	1.9055511671	0.2191372381	0.1296853365	0.4315133864	3.0601949279	0.1381883415	0.3820355588
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0DF162C10	0.0	0.0160199657	0.0034705572	0.0	0.0	0.0014880682	0.0378931429	0.0087692156	0.0	0.0514414301	0.0053861605	0.0014514942	0.0	0.0195487821	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.0185516092	0.0059628984	0.007264034	0.1014035704	0.0153989015	0.0161082458	0.0	0.0177877145	0.0304421379	0.0091229985	0.0034725483	0.0181686909	0.0	0.0083035129	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.0	0.000921625	0.0	0.0	0.0	0.0020014011	0.0	0.0013072374	0.024624606	0.0	0.0054140239	0.0018111847	0.1103265666	0.0017924808	0.0	0.1326048905
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.1270099209	1.4983097574	3.291998848	8.9593239577	0.1472326601	1.7307635137	1.4564261429	2.2476945424	0.1535944435	1.9055511671	0.2191372381	0.1296853365	0.4315133864	3.0601949279	0.1381883415	0.3820355588
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS02B285B4D	0.0	0.0160199657	0.0034705572	0.0	0.0	0.0014880682	0.0378931429	0.0087692156	0.0	0.0514414301	0.0053861605	0.0014514942	0.0	0.0195487821	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	0.0184048872	0.0073685035	0.0214277509	0.0	0.054747133	0.0046629802	0.0413264138	0.5546605587	0.0418339781	0.0227372584	0.0762284952	0.0333518733	0.0	0.0099620496	0.1298043902	0.1104045294
TTR	P02766	False	TTHY_HUMAN		CPI-SS08B85996F	6.026634455	1.6150833372	1.393412663	5.6698405775	67.0869203793	2.7322355649	8.2326990049	2.0594843059	7.4129584019	3.4038430548	4.0719093986	7.0243338244	8.445762	1.8838444079	4.1575366415	6.8222155912
TTR	P02766	False	TTHY_HUMAN		CPI-SS00D3CD86E	6.026634455	1.6150833372	1.393412663	5.6698405775	67.0869203793	2.7322355649	8.2326990049	2.0594843059	7.4129584019	3.4038430548	4.0719093986	7.0243338244	8.445762	1.8838444079	4.1575366415	6.8222155912
TTR	P02766	False	TTHY_HUMAN		CPI-SS06006F870	6.026634455	1.6150833372	1.393412663	5.6698405775	67.0869203793	2.7322355649	8.2326990049	2.0594843059	7.4129584019	3.4038430548	4.0719093986	7.0243338244	8.445762	1.8838444079	4.1575366415	6.8222155912
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.1622151159	0.0634309051	0.068056639	0.0951045211	0.0631870099	0.1148934723	0.0521681576	0.0557201066	0.1205730802	0.1339169493	0.0568394082	1.0080138348	0.0	0.0542930368	0.0	0.3881582647
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	1.9704791621	0.0358516793	0.0290689589	0.1003169718	0.1264342365	0.0751694479	0.1296784729	0.0526749593	0.2419295624	0.0888338526	0.7143979048	0.1870687582	0.2904085227	0.0550491901	0.0	0.3672617956
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.0873447451	0.1272021294	0.0852158727	0.1525603205	0.1406047563	0.110917374	0.4228048592	0.4884063404	0.0927169264	0.1980229659	0.1986695261	0.0578099326	0.0581260172	0.1572618812	0.0963660368	0.0
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	0.6657007345	33.8420035372	25.2306233754	2.5852197887	1.3525024236	37.034082586	2.1252064975	12.5557525534	1.0791294289	16.3873391848	0.819444615	1.0252306239	3.3716600455	11.7297842603	0.6610755854	3.7781312941
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	2.3100934847	22.1020819407	17.6248488721	1.8429421056	1.4349679458	18.1850742672	2.1930648522	12.9028189771	1.4333686178	17.3460369449	1.1335123605	1.4529088057	2.4053312955	12.8303516287	0.9355361463	2.9992444706
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.2546899134	0.0379221002	0.0508799289	0.0923221184	0.1285698049	0.1529121193	0.4729076645	0.0355144681	0.1934410888	0.0153920703	0.0834491	0.5830631487	0.0	0.0277435486	0.4264008991	0.6962354767
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.2546899134	0.0379221002	0.0508799289	0.0923221184	0.1285698049	0.1529121193	0.4729076645	0.0355144681	0.1934410888	0.0153920703	0.0834491	0.5830631487	0.0	0.0277435486	0.4264008991	0.6962354767
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS04861AD1A	0.0154293223	0.012519507	0.0278108118	0.0	0.0	0.1244303582	0.7492908979	0.0274338125	0.0	0.0204185805	0.0015508312	0.0160951458	0.0	0.0331879664	0.0194670316	0.0
