id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Microglia|Microglia	Microglia|Oligo	Oligo|Microglia	Oligo|Oligo
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	ENSG00000148400	ENSG00000184916	False	True	False	curated	False	0.0820202092	0.0828637795	0.0381988938	0.0390424642
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000206312	ENSG00000184916	False	True	False	curated	False	0.0290185419	0.0298621123	0.023589719	0.0244332893
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000223355	ENSG00000184916	False	True	False	curated	False	0.0290185419	0.0298621123	0.023589719	0.0244332893
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000235396	ENSG00000184916	False	True	False	curated	False	0.0290185419	0.0298621123	0.023589719	0.0244332893
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000232339	ENSG00000184916	False	True	False	curated	False	0.0290185419	0.0298621123	0.023589719	0.0244332893
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000204301	ENSG00000184916	False	True	False	curated	False	0.0290185419	0.0298621123	0.023589719	0.0244332893
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000238196	ENSG00000184916	False	True	False	curated	False	0.0290185419	0.0298621123	0.023589719	0.0244332893
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	ENSG00000234876	ENSG00000184916	False	True	False	curated	False	0.0290185419	0.0298621123	0.023589719	0.0244332893
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	ENSG00000074181	ENSG00000184916	False	True	False	curated	False	0.0	0.0	0.0287465216	0.0295900919
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	ENSG00000148400	ENSG00000162552	True	True	False	I2D	False	0.1465746558	0.098021617	0.1027533404	0.0542003016
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	ENSG00000148400	ENSG00000101384	False	True	False	curated	False	0.0	0.0893020071	0.0	0.0454806917
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	ENSG00000117335	ENSG00000101384	False	True	False	curated	False	0.0	0.0753333924	0.0	0.1692130506
CPI-SS0E5AF12B6	NOTCH1_NOV	simple:P46531	simple:P48745	ENSG00000148400	ENSG00000136999	True	True	False	I2D,InnateDB-All	False	0.1583133382	0.1639529431	0.1144920229	0.1201316277
CPI-SS0A34EE366	NOTCH1_DLK1	simple:P46531	simple:P80370	ENSG00000148400	ENSG00000185559	False	True	False	curated	False	0.0760415181	0.0845497832	0.0322202027	0.0407284679
CPI-SS030EDC420	FZD9_WNT7A	simple:O00144	simple:O00755	ENSG00000188763	ENSG00000154764	True	True	False	I2D	False	0.0203332184	0.0269338764	0.0	0.0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	ENSG00000277632	ENSG00000163823	True	False	True	curated	False	0.2174771101	0.0	0.0488060631	0.0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	ENSG00000274221	ENSG00000163823	True	False	True	curated	False	0.2174771101	0.0	0.0488060631	0.0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	ENSG00000278567	ENSG00000163823	True	False	True	curated	False	0.2174771101	0.0	0.0488060631	0.0
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	ENSG00000271503	ENSG00000163823	True	False	True	curated	False	0.0540257014	0.0	0.0	0.0
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	ENSG00000274233	ENSG00000163823	True	False	True	curated	False	0.0540257014	0.0	0.0	0.0
CPI-SS05B7D3407	CCL5_ACKR1	simple:P13501	simple:Q16570	ENSG00000271503	ENSG00000213088	True	False	True	curated	False	0.0686898393	0.0613078371	0.0	0.0
CPI-SS05B7D3407	CCL5_ACKR1	simple:P13501	simple:Q16570	ENSG00000274233	ENSG00000213088	True	False	True	curated	False	0.0686898393	0.0613078371	0.0	0.0
CPI-SS03821C2C6	PF4_ACKR1	simple:P02776	simple:Q16570	ENSG00000163737	ENSG00000213088	True	False	True	I2D,InnateDB	False	0.0385291166	0.0311471143	0.0414720756	0.0340900734
CPI-SS0ABF41CAA	CXCL5_ACKR1	simple:P42830	simple:Q16570	ENSG00000163735	ENSG00000213088	True	False	True	I2D	False	0.0847845055	0.0774025033	0.0	0.0
CPI-SS008700E67	CCL8_ACKR1	simple:P80075	simple:Q16570	ENSG00000108700	ENSG00000213088	True	False	True	I2D	False	0.0468409562	0.0394589539	0.0	0.0
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	ENSG00000271503	ENSG00000129048	True	False	True	I2D	False	0.0531916719	0.0750057137	0.0	0.0
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	ENSG00000274233	ENSG00000129048	True	False	True	I2D	False	0.0531916719	0.0750057137	0.0	0.0
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	ENSG00000131142	ENSG00000129048	True	False	True	curated	False	0.2736230236	0.2954370653	0.1986008071	0.2204148489
CPI-SS0F9BBC31B	VIP_DPP4	simple:P01282	simple:P27487	ENSG00000146469	ENSG00000197635	True	False	True	InnateDB-All,MINT	False	0.1763343607	0.1814748055	0.1688447828	0.1739852276
CPI-SS0D377BBBF	ADCYAP1_DPP4	simple:P18509	simple:P27487	ENSG00000141433	ENSG00000197635	True	False	True	InnateDB-All,MINT	False	0.0475049829	0.0526454278	0.0	0.0
CPI-SS039863E62	CCL25_CCR9	simple:O15444	simple:P51686	ENSG00000131142	ENSG00000173585	True	False	True	curated	False	0.269506424	0.3065273491	0.1944842075	0.2315051326
CPI-SS0C8A09915	VIP_VIPR1	simple:P01282	simple:P32241	ENSG00000146469	ENSG00000114812	True	False	True	guidetopharmacology.org	False	0.1804701798	0.0	0.1729806019	0.0
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ENSG00000141433	ENSG00000114812	True	False	True	I2D	False	0.0516408021	0.0	0.0	0.0
CPI-SS05B60E59C	VIP_VIPR2	simple:P01282	simple:P41587	ENSG00000146469	ENSG00000106018	True	False	True	I2D	False	0.0	0.1586603736	0.0	0.1511707958
CPI-SS02CCE14A7	ADCYAP1_VIPR2	simple:P18509	simple:P41587	ENSG00000141433	ENSG00000106018	True	False	True	I2D	False	0.0	0.0298309959	0.0	0.0
CPI-SS04A7BCE8D	NPPA_NPR3	simple:P01160	simple:P17342	ENSG00000175206	ENSG00000113389	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0543179452	0.0413833586
CPI-SS0230EE330	NPPA_NPR2	simple:P01160	simple:P20594	ENSG00000175206	ENSG00000159899	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0334185186
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ENSG00000141433	ENSG00000078549	True	False	True	I2D,IMEx	False	0.1531618547	0.0877526255	0.0	0.0
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	ENSG00000168961	ENSG00000123384	True	False	True	InnateDB-All	False	2.2048196222	0.9839587755	0.0	0.0
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	ENSG00000100311	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	1.8087152389	0.5878543922	1.3088569114	0.0879960648
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	ENSG00000110492	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	1.3269130309	0.1060521843	1.3058573853	0.0849965386
CPI-SS0984C2931	WNT3A_LRP1	simple:P56704	simple:Q07954	ENSG00000154342	ENSG00000123384	True	False	True	I2D	False	1.3222375957	0.101376749	0.0	0.0
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	ENSG00000168961	ENSG00000196776	True	False	True	InnateDB-All	False	1.6138731793	1.5233145321	0.0	0.0
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	ENSG00000198053	ENSG00000196776	False	True	True	curated	False	3.9235809684	3.8330223212	0.8639269779	0.7733683306
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	ENSG00000168961	ENSG00000152894	True	False	True	InnateDB-All	False	1.2067255004	8.5132161268	0.0	0.0
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	ENSG00000168961	ENSG00000273993	True	False	True	InnateDB-All	False	1.2067255004	8.5132161268	0.0	0.0
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000152894	True	False	True	InnateDB-All	False	0.3112953533	7.6177859797	0.3238371482	7.6303277746
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000273993	True	False	True	InnateDB-All	False	0.3112953533	7.6177859797	0.3238371482	7.6303277746
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	ENSG00000168961	ENSG00000105281	True	False	True	I2D,InnateDB-All	False	0.9840320424	0.9108712082	0.0	0.0
CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	ENSG00000168961	ENSG00000158270	True	False	True	InnateDB-All	False	1.1577763247	0.9363612141	0.0	0.0
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	ENSG00000168961	ENSG00000135077	True	False	True	curated	False	2.4044782712	0.0	0.0	0.0
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	ENSG00000168961	ENSG00000137642	True	False	True	InnateDB-All	False	1.2556043356	1.2230729947	0.0	0.0
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	ENSG00000110492	ENSG00000137642	True	False	True	InnateDB-All	False	0.3776977443	0.3451664034	0.3566420987	0.3241107578
CPI-SS0D3C90DDA	WISP3_SORL1	simple:O95389	simple:Q92673	ENSG00000112761	ENSG00000137642	True	False	True	InnateDB-All	False	0.3744684769	0.341937136	0.355631665	0.3231003241
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	ENSG00000168961	ENSG00000011028	True	False	True	InnateDB-All	False	1.3756460386	0.0	0.0	0.0
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	ENSG00000100311	ENSG00000134853	True	False	True	curated	False	0.51249498	0.5678705682	0.0126366525	0.0680122407
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	ENSG00000197461	ENSG00000134853	True	False	True	curated	False	0.1329407678	0.188316356	0.1649438323	0.2203194205
CPI-SS0CB4F2FE4	PDGFB_ADGRV1	simple:P01127	simple:Q8WXG9	ENSG00000100311	ENSG00000164199	True	False	True	InnateDB-All	False	0.5238496634	0.9851184673	0.023991336	0.4852601399
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	ENSG00000110492	ENSG00000106278	True	False	False	curated	False	0.1451867649	0.1256073062	0.1241311193	0.1045516606
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	ENSG00000105894	ENSG00000106278	True	False	False	curated	False	0.9991846053	0.9796051465	2.8313248169	2.8117453582
CPI-SS012AFC842	MDK_ALK	simple:P21741	simple:Q9UM73	ENSG00000110492	ENSG00000171094	True	False	True	curated	False	0.1089314218	0.115777518	0.0878757762	0.0947218724
CPI-SS05D7900BF	PTN_ALK	simple:P21246	simple:Q9UM73	ENSG00000105894	ENSG00000171094	True	False	True	curated	False	0.9629292622	0.9697753583	2.7950694738	2.80191557
CPI-SS0261EA048	WNT3A_FZD2	simple:P56704	simple:Q14332	ENSG00000154342	ENSG00000180340	True	False	True	InnateDB-All	False	0.0834143754	0.0278872237	0.0	0.0
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	ENSG00000114251	ENSG00000180340	True	False	True	curated	False	0.0705662549	0.0150391031	0.0831080498	0.027580898
CPI-SS0D4F593F1	WNT5A_EPHA7	simple:P41221	simple:Q15375	ENSG00000114251	ENSG00000135333	True	False	True	InnateDB-All	False	0.2884278181	0.1058557018	0.300969613	0.1183974968
CPI-SS01DCC7684	EFNA2_EPHA7	simple:O43921	simple:Q15375	ENSG00000099617	ENSG00000135333	False	False	True	curated	False	0.3056677985	0.1230956822	0.3489467648	0.1663746485
CPI-SS03E450F99	EFNA1_EPHA7	simple:P20827	simple:Q15375	ENSG00000169242	ENSG00000135333	True	False	True	curated	False	0.3055283162	0.1229562	0.3889103892	0.206338273
CPI-SS0D5DBB634	EFNA3_EPHA7	simple:P52797	simple:Q15375	ENSG00000143590	ENSG00000135333	False	False	True	curated	False	0.3184153452	0.135843229	0.3492643703	0.1666922541
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	ENSG00000184349	ENSG00000135333	False	False	True	curated	False	0.7096208443	0.527048728	0.3156632523	0.133091136
CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	ENSG00000114251	ENSG00000169604	True	False	True	InnateDB-All	False	0.0	0.1095582098	0.0	0.1221000047
CPI-SS0331C5A49	GDF11_ANTXR1	simple:O95390	simple:Q9H6X2	ENSG00000135414	ENSG00000169604	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.1086236484
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	ENSG00000114251	ENSG00000104290	True	False	True	curated	False	0.1105000227	0.0763274794	0.1230418176	0.0888692743
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	ENSG00000114251	ENSG00000185483	True	False	True	IMEx	False	0.0547300978	0.0295159535	0.0672718927	0.0420577484
CPI-SS0AD0ED887	TNFRSF11B_TNFSF10	simple:O00300	simple:P50591	ENSG00000164761	ENSG00000121858	True	False	False	curated	False	0.0866868696	0.0	0.0	0.0
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	ENSG00000077782	ENSG00000149294	True	True	True	curated	False	0.5328535523	7.3264795	0.5169353715	7.3105613192
CPI-SS07833475A	FGFR1_FGF7	simple:P11362	simple:P21781	ENSG00000077782	ENSG00000140285	True	True	False	I2D	False	0.1000993844	0.1032849706	0.0841812036	0.0873667898
CPI-SS038E93B77	FGFR1_FGF9	simple:P11362	simple:P31371	ENSG00000077782	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	0.1254691901	0.1099790886	0.1095510093	0.0940609078
CPI-SS0907A7598	FGFR2_FGF9	simple:P21802	simple:P31371	ENSG00000066468	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	2.6055656038	2.5900755023	9.1298583917	9.1143682902
CPI-SS07A9A501C	FGFR3_FGF9	simple:P22607	simple:P31371	ENSG00000068078	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	0.0711181965	0.055628095	0.0590363257	0.0435462242
CPI-SS0BF490275	FGFR1_KL	simple:P11362	simple:Q9UEF7	ENSG00000077782	ENSG00000133116	True	True	False	I2D	False	0.1013493643	0.1186026698	0.0854311835	0.102684489
CPI-SS06A0B20BD	FGFR2_EPHA4	simple:P21802	simple:P54764	ENSG00000066468	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	2.9509476382	3.2291479701	9.4752404261	9.753440758
CPI-SS0E63AB61E	EFNA2_EPHA4	simple:O43921	simple:P54764	ENSG00000099617	ENSG00000116106	False	False	True	curated	False	0.4068330576	0.6850333895	0.4501120239	0.7283123558
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	ENSG00000169242	ENSG00000116106	True	False	True	curated	False	0.4066935753	0.6848939073	0.4900756483	0.7682759803
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	ENSG00000143590	ENSG00000116106	False	False	True	curated	False	0.4195806043	0.6977809363	0.4504296294	0.7286299614
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	ENSG00000184349	ENSG00000116106	False	False	True	curated	False	0.8107861034	1.0889864353	0.4168285114	0.6950288433
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	ENSG00000125266	ENSG00000116106	False	True	True	curated	False	0.3935760488	0.6717763808	0.4089718916	0.6871722236
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	ENSG00000068078	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.4165002308	0.6947005628	0.4044183601	0.682618692
CPI-SS00D9A0644	FGFR2_CD83	simple:P21802	simple:Q01151	ENSG00000066468	ENSG00000112149	True	True	True	InnateDB-All	False	2.8559476113	2.5796255413	9.3802403992	9.1039183292
CPI-SS02E314589	FGFR2_NECTIN1	simple:P21802	simple:Q15223	ENSG00000066468	ENSG00000110400	True	True	True	InnateDB-All	False	2.6193882148	2.7594024906	9.1436810027	9.2836952785
CPI-SS02C29C238	FGFR3_NECTIN1	simple:P22607	simple:Q15223	ENSG00000068078	ENSG00000110400	True	True	True	InnateDB-All	False	0.0849408074	0.2249550833	0.0728589366	0.2128732125
CPI-SS03F821467	CD96_NECTIN1	simple:P40200	simple:Q15223	ENSG00000153283	ENSG00000110400	True	True	True	curated	False	0.0753703009	0.2153845768	0.0	0.0
CPI-SS0CC898553	FGFR2_PTPRR	simple:P21802	simple:Q15256	ENSG00000066468	ENSG00000153233	True	True	True	InnateDB-All	False	2.6311173907	2.6438571432	9.1554101786	9.1681499311
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	ENSG00000066468	ENSG00000143324	True	True	True	InnateDB-All	False	3.4799883202	2.8870715408	10.0042811081	9.4113643287
CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	ENSG00000162552	ENSG00000128602	True	False	True	I2D	False	0.3470271636	0.0	0.2984741247	0.0
CPI-SS016B7C7D6	BMP2_SMO	simple:P12643	simple:Q99835	ENSG00000125845	ENSG00000128602	True	False	True	I2D	False	0.0	0.0	0.2727978105	0.0
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	ENSG00000188064	ENSG00000174804	True	False	True	curated	False	0.0516643615	0.0295942515	0.0597159611	0.0376458511
CPI-SS01469637C	WNT2B_FZD4	simple:Q93097	simple:Q9ULV1	ENSG00000134245	ENSG00000174804	True	False	True	curated	False	0.0439282743	0.0218581642	0.0764648641	0.0543947541
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	ENSG00000275555	ENSG00000134250	False	False	True	curated	False	0.6400627488	0.0433713532	0.0	0.0
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	ENSG00000198719	ENSG00000134250	False	False	True	curated	False	0.6400627488	0.0433713532	0.0	0.0
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	ENSG00000101384	ENSG00000134250	False	False	True	curated	False	0.0	0.0	0.6578772258	0.0611858302
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	ENSG00000185559	ENSG00000134250	False	False	True	curated	False	0.6446167368	0.0479253412	0.653125002	0.0564336064
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000275555	ENSG00000206312	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000275555	ENSG00000223355	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000275555	ENSG00000235396	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000275555	ENSG00000232339	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000275555	ENSG00000204301	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000275555	ENSG00000238196	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000275555	ENSG00000234876	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000206312	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000223355	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000235396	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000232339	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000204301	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000238196	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	ENSG00000198719	ENSG00000234876	False	False	True	curated	False	0.0184858628	0.0130570398	0.0	0.0
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000206312	False	False	True	curated	False	0.0	0.0	0.0363003398	0.0308715169
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000223355	False	False	True	curated	False	0.0	0.0	0.0363003398	0.0308715169
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000235396	False	False	True	curated	False	0.0	0.0	0.0363003398	0.0308715169
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000232339	False	False	True	curated	False	0.0	0.0	0.0363003398	0.0308715169
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000204301	False	False	True	curated	False	0.0	0.0	0.0363003398	0.0308715169
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000238196	False	False	True	curated	False	0.0	0.0	0.0363003398	0.0308715169
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000234876	False	False	True	curated	False	0.0	0.0	0.0363003398	0.0308715169
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000206312	False	False	True	curated	False	0.0230398508	0.0176110279	0.031548116	0.0261192931
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000223355	False	False	True	curated	False	0.0230398508	0.0176110279	0.031548116	0.0261192931
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000235396	False	False	True	curated	False	0.0230398508	0.0176110279	0.031548116	0.0261192931
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000232339	False	False	True	curated	False	0.0230398508	0.0176110279	0.031548116	0.0261192931
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000204301	False	False	True	curated	False	0.0230398508	0.0176110279	0.031548116	0.0261192931
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000238196	False	False	True	curated	False	0.0230398508	0.0176110279	0.031548116	0.0261192931
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	ENSG00000185559	ENSG00000234876	False	False	True	curated	False	0.0230398508	0.0176110279	0.031548116	0.0261192931
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000275555	ENSG00000074181	False	False	True	curated	False	0.0	0.0182138424	0.0	0.0
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	ENSG00000198719	ENSG00000074181	False	False	True	curated	False	0.0	0.0182138424	0.0	0.0
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	ENSG00000101384	ENSG00000074181	False	False	True	curated	False	0.0	0.0	0.0	0.0360283195
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	ENSG00000185559	ENSG00000074181	False	False	True	curated	False	0.0	0.0227678305	0.0	0.0312760956
CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	ENSG00000196576	ENSG00000105894	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	1.0120541588	2.8441943704	0.9146071717	2.7467473833
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	0.9250133371	0.7062581195	0.82756635	0.6088111323
CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	0.0	0.0	0.9702225106	0.7514672929
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	0.8188292688	0.6000740512	0.0	0.0
CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	ENSG00000196576	ENSG00000095539	False	True	False	curated	False	0.2268694737	0.1619509706	0.1294224866	0.0645039835
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	ENSG00000154764	ENSG00000130164	True	False	True	InnateDB-All	False	0.222139639	0.0726287011	0.2287402969	0.079229359
CPI-SS0B34CBA4B	EFNA2_EPHA1	simple:O43921	simple:P21709	ENSG00000099617	ENSG00000146904	False	False	True	curated	False	0.0	0.0300898932	0.0	0.0733688595
CPI-SS0B34CBA4B	EFNA2_EPHA1	simple:O43921	simple:P21709	ENSG00000099617	ENSG00000284816	False	False	True	curated	False	0.0	0.0300898932	0.0	0.0733688595
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	ENSG00000169242	ENSG00000146904	True	False	True	curated	False	0.0	0.0299504109	0.0	0.1133324839
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	ENSG00000169242	ENSG00000284816	True	False	True	curated	False	0.0	0.0299504109	0.0	0.1133324839
CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	ENSG00000099617	ENSG00000142627	False	False	True	curated	False	0.051087182	0.0	0.0943661483	0.0
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	ENSG00000169242	ENSG00000142627	True	False	True	curated	False	0.0509476998	0.0	0.1343297728	0.0
